"日期","收市","開市","高","低","升跌（%）"
"2023-4-4","1.255","1.255","1.255","1.255","0.00%"
"2023-4-3","1.255","1.255","1.255","1.255","0.00%"
"2023-3-31","1.255","1.215","1.255","1.215","3.29%"
"2023-3-30","1.215","1.215","1.215","1.215","0.00%"
"2023-3-29","1.215","1.215","1.215","1.215","0.00%"
"2023-3-28","1.215","1.215","1.215","1.215","0.00%"
"2023-3-27","1.215","1.215","1.215","1.215","3.49%"
"2023-3-24","1.174","1.160","1.174","1.160","1.21%"
"2023-3-23","1.160","1.175","1.175","1.160","-1.28%"
"2023-3-22","1.175","1.165","1.175","1.165","0.86%"
"2023-3-21","1.165","1.144","1.165","1.144","1.84%"
"2023-3-20","1.144","1.160","1.160","1.144","-1.38%"
"2023-3-17","1.160","1.145","1.160","1.145","1.31%"
"2023-3-16","1.145","1.158","1.158","1.145","-1.12%"
"2023-3-15","1.158","1.140","1.158","1.140","1.58%"
"2023-3-14","1.140","1.165","1.165","1.140","-2.15%"
"2023-3-13","1.165","1.165","1.165","1.165","-1.69%"
"2023-3-10","1.185","1.213","1.213","1.185","-2.31%"
"2023-3-9","1.213","1.229","1.229","1.213","-1.30%"
"2023-3-8","1.229","1.230","1.230","1.229","-0.08%"
"2023-3-7","1.230","1.215","1.230","1.215","1.23%"
"2023-3-6","1.215","1.248","1.248","1.215","-2.68%"
"2023-3-3","1.248","1.240","1.248","1.240","0.69%"
"2023-3-2","1.240","1.215","1.240","1.215","2.06%"
"2023-3-1","1.215","1.175","1.215","1.175","3.40%"
"2023-2-28","1.175","1.175","1.175","1.175","0.00%"
"2023-2-27","1.175","1.175","1.175","1.175","0.00%"
"2023-2-24","1.175","1.185","1.185","1.175","-0.84%"
"2023-2-23","1.185","1.230","1.230","1.185","-3.66%"
"2023-2-22","1.230","1.220","1.230","1.220","0.82%"
"2023-2-21","1.220","1.235","1.235","1.220","-1.21%"
"2023-2-20","1.235","1.240","1.240","1.235","-0.40%"
"2023-2-17","1.240","1.215","1.240","1.215","2.06%"
"2023-2-16","1.215","1.194","1.215","1.194","1.76%"
"2023-2-15","1.194","1.175","1.194","1.175","1.62%"
"2023-2-14","1.175","1.235","1.235","1.175","-4.86%"
"2023-2-13","1.235","1.235","1.235","1.235","3.43%"
"2023-2-10","1.194","1.170","1.194","1.170","2.05%"
"2023-2-9","1.170","1.173","1.173","1.170","-0.26%"
"2023-2-8","1.173","1.170","1.173","1.170","0.26%"
"2023-2-7","1.170","1.174","1.174","1.170","-0.34%"
"2023-2-6","1.174","1.144","1.174","1.144","2.62%"
"2023-2-3","1.144","1.153","1.153","1.144","-0.78%"
"2023-2-2","1.153","1.195","1.195","1.153","-3.51%"
"2023-2-1","1.195","1.205","1.205","1.195","-0.83%"
"2023-1-31","1.205","1.225","1.225","1.205","-1.63%"
"2023-1-30","1.225","1.225","1.225","1.225","0.00%"
"2023-1-27","1.225","1.225","1.225","1.225","0.00%"
"2023-1-26","1.225","1.225","1.225","1.225","0.00%"
"2023-1-25","1.225","1.225","1.225","1.225","0.00%"
"2023-1-24","1.225","1.225","1.225","1.225","0.00%"
"2023-1-23","1.225","1.225","1.225","1.225","0.00%"
"2023-1-20","1.225","1.225","1.225","1.225","0.00%"
"2023-1-19","1.225","1.225","1.225","1.225","0.00%"
"2023-1-18","1.225","1.225","1.225","1.225","0.00%"
"2023-1-17","1.225","1.195","1.225","1.195","2.51%"
"2023-1-16","1.195","1.195","1.195","1.195","0.00%"
"2023-1-13","1.195","1.215","1.215","1.195","-1.65%"
"2023-1-12","1.215","1.205","1.215","1.205","0.83%"
"2023-1-11","1.205","1.195","1.205","1.195","0.84%"
"2023-1-10","1.195","1.194","1.195","1.194","0.08%"
"2023-1-9","1.194","1.285","1.285","1.194","-7.08%"
"2023-1-6","1.285","1.255","1.285","1.255","2.39%"
"2023-1-5","1.255","1.335","1.335","1.230","-5.99%"
"2023-1-4","1.335","1.335","1.335","1.335","0.00%"
"2023-1-3","1.335","1.335","1.335","1.335","0.00%"
"2023-1-2","1.335","1.335","1.335","1.335","0.00%"
"2022-12-30","1.335","1.335","1.335","1.335","0.00%"
"2022-12-29","1.335","1.335","1.335","1.335","0.00%"
"2022-12-28","1.335","1.310","1.335","1.310","1.91%"
"2022-12-27","1.310","1.210","1.310","1.210","8.26%"
"2022-12-26","1.210","1.210","1.210","1.210","0.00%"
"2022-12-23","1.210","1.250","1.275","1.210","-3.20%"
"2022-12-22","1.250","1.235","1.250","1.235","1.21%"
"2022-12-21","1.235","1.275","1.275","1.235","-3.14%"
"2022-12-20","1.275","1.215","1.275","1.215","4.94%"
"2022-12-19","1.215","1.215","1.215","1.215","-1.62%"
"2022-12-16","1.235","1.275","1.275","1.235","-3.14%"
"2022-12-15","1.275","1.275","1.275","1.275","0.00%"
"2022-12-14","1.275","1.290","1.290","1.275","-1.16%"
"2022-12-13","1.290","1.295","1.295","1.290","-0.39%"
"2022-12-12","1.295","1.295","1.295","1.295","0.86%"
"2022-12-9","1.284","1.250","1.284","1.250","2.72%"
"2022-12-8","1.250","1.250","1.250","1.250","-1.19%"
"2022-12-7","1.265","1.365","1.365","1.265","-7.33%"
"2022-12-6","1.365","1.355","1.365","1.355","0.74%"
"2022-12-5","1.355","1.355","1.355","1.355","-2.87%"
"2022-12-2","1.395","1.395","1.395","1.395","-4.12%"
"2022-12-1","1.455","1.495","1.495","1.455","-2.68%"
"2022-11-30","1.495","1.475","1.495","1.475","1.36%"
"2022-11-29","1.475","1.475","1.475","1.475","0.00%"
"2022-11-28","1.475","1.485","1.485","1.475","-0.67%"
"2022-11-25","1.485","1.490","1.490","1.485","-0.34%"
"2022-11-24","1.490","1.490","1.490","1.490","-2.30%"
"2022-11-23","1.525","1.575","1.575","1.525","-3.17%"
"2022-11-22","1.575","1.595","1.595","1.575","-1.25%"
"2022-11-21","1.595","1.595","1.595","1.595","-0.62%"
"2022-11-18","1.605","1.605","1.605","1.605","0.63%"
"2022-11-17","1.595","1.595","1.595","1.595","-4.78%"
"2022-11-16","1.675","1.685","1.685","1.675","-0.59%"
"2022-11-15","1.685","1.695","1.695","1.685","-0.59%"
"2022-11-14","1.695","1.695","1.695","1.695","2.42%"
"2022-11-11","1.655","1.775","1.775","1.655","-6.76%"
"2022-11-10","1.775","1.794","1.794","1.775","-1.06%"
"2022-11-9","1.794","1.814","1.814","1.794","-1.10%"
"2022-11-8","1.814","1.805","1.814","1.805","0.50%"
"2022-11-7","1.805","1.794","1.805","1.794","0.61%"
"2022-11-4","1.794","1.794","1.794","1.794","0.50%"
"2022-11-3","1.785","1.785","1.785","1.785","1.71%"
"2022-11-2","1.755","1.755","1.755","1.755","0.00%"
"2022-11-1","1.755","1.755","1.755","1.755","0.00%"
"2022-10-31","1.755","1.755","1.755","1.755","-1.02%"
"2022-10-28","1.773","1.824","1.824","1.773","-2.80%"
"2022-10-27","1.824","1.860","1.860","1.824","-1.94%"
"2022-10-26","1.860","1.900","1.900","1.860","-2.11%"
"2022-10-25","1.900","1.925","1.925","1.900","-1.30%"
"2022-10-24","1.925","1.925","1.925","1.925","0.52%"
"2022-10-21","1.915","1.915","1.915","1.915","4.93%"
"2022-10-20","1.825","1.825","1.825","1.825","0.00%"
"2022-10-19","1.825","1.825","1.825","1.825","2.82%"
"2022-10-18","1.775","1.775","1.775","1.775","0.00%"
"2022-10-17","1.775","1.755","1.775","1.755","1.14%"
"2022-10-14","1.755","1.755","1.755","1.755","-0.57%"
"2022-10-13","1.765","1.765","1.765","1.765","0.00%"
"2022-10-12","1.765","1.735","1.765","1.735","1.73%"
"2022-10-11","1.735","1.705","1.735","1.705","1.76%"
"2022-10-10","1.705","1.705","1.705","1.705","0.00%"
"2022-10-7","1.705","1.705","1.705","1.705","1.79%"
"2022-10-6","1.675","1.675","1.675","1.675","0.60%"
"2022-10-5","1.665","1.675","1.675","1.665","-0.60%"
"2022-10-4","1.675","1.675","1.675","1.675","-1.18%"
"2022-10-3","1.695","1.695","1.695","1.695","0.00%"
"2022-9-30","1.695","1.695","1.695","1.695","2.42%"
"2022-9-29","1.655","1.655","1.655","1.655","-1.19%"
"2022-9-28","1.675","1.665","1.675","1.665","0.60%"
"2022-9-27","1.665","1.475","1.665","1.475","12.88%"
"2022-9-26","1.475","1.402","1.475","1.402","5.21%"
"2022-9-23","1.402","1.395","1.402","1.395","0.50%"
"2022-9-22","1.395","1.395","1.395","1.395","0.00%"
"2022-9-21","1.395","1.395","1.395","1.395","0.00%"
"2022-9-20","1.395","1.395","1.395","1.395","0.00%"
"2022-9-19","1.395","1.395","1.395","1.395","1.45%"
"2022-9-16","1.375","1.345","1.375","1.345","2.23%"
"2022-9-15","1.345","1.335","1.345","1.335","0.75%"
"2022-9-14","1.335","1.305","1.335","1.305","2.30%"
"2022-9-13","1.305","1.305","1.305","1.305","0.00%"
"2022-9-12","1.305","1.305","1.305","1.305","1.56%"
"2022-9-9","1.285","1.285","1.285","1.285","0.00%"
"2022-9-8","1.285","1.285","1.285","1.285","-2.28%"
"2022-9-7","1.315","1.315","1.315","1.315","0.77%"
"2022-9-6","1.305","1.295","1.305","1.295","0.77%"
"2022-9-5","1.295","1.295","1.295","1.295","-2.26%"
"2022-9-2","1.325","1.255","1.325","1.255","5.58%"
"2022-9-1","1.255","1.235","1.255","1.235","1.62%"
"2022-8-31","1.235","1.215","1.235","1.215","1.65%"
"2022-8-30","1.215","1.235","1.235","1.215","-1.62%"
"2022-8-29","1.235","1.195","1.235","1.195","3.35%"
"2022-8-26","1.195","1.195","1.195","1.195","0.00%"
"2022-8-25","1.195","1.195","1.195","1.195","-0.83%"
"2022-8-24","1.205","1.215","1.215","1.205","-0.82%"
"2022-8-23","1.215","1.205","1.215","1.205","0.83%"
"2022-8-22","1.205","1.205","1.205","1.205","1.69%"
"2022-8-19","1.185","1.185","1.185","1.185","0.00%"
"2022-8-18","1.185","1.185","1.185","1.185","0.00%"
"2022-8-17","1.185","1.169","1.185","1.169","1.37%"
"2022-8-16","1.169","1.170","1.170","1.169","-0.09%"
"2022-8-15","1.170","1.170","1.170","1.170","0.60%"
"2022-8-12","1.163","1.163","1.163","1.163","-1.86%"
"2022-8-11","1.185","1.175","1.185","1.175","0.85%"
"2022-8-10","1.175","1.175","1.175","1.175","0.00%"
"2022-8-9","1.175","1.175","1.175","1.175","-3.29%"
"2022-8-8","1.215","1.215","1.215","1.215","5.19%"
"2022-8-5","1.155","1.155","1.155","1.155","0.00%"
"2022-8-4","1.155","1.175","1.175","1.155","-1.70%"
"2022-8-3","1.175","1.155","1.175","1.155","1.73%"
"2022-8-2","1.155","1.135","1.155","1.135","1.76%"
"2022-8-1","1.135","1.135","1.135","1.135","1.79%"
"2022-7-29","1.115","1.145","1.145","1.115","-2.62%"
"2022-7-28","1.145","1.185","1.185","1.145","-3.38%"
"2022-7-27","1.185","1.195","1.195","1.185","-0.84%"
"2022-7-26","1.195","1.215","1.215","1.195","-1.65%"
"2022-7-25","1.215","1.215","1.215","1.215","-0.82%"
"2022-7-22","1.225","1.255","1.255","1.225","-2.39%"
"2022-7-21","1.255","1.245","1.255","1.245","0.80%"
"2022-7-20","1.245","1.255","1.255","1.245","-0.80%"
"2022-7-19","1.255","1.255","1.255","1.255","0.00%"
"2022-7-18","1.255","1.255","1.255","1.255","0.80%"
"2022-7-15","1.245","1.235","1.245","1.235","0.81%"
"2022-7-14","1.235","1.235","1.235","1.235","0.00%"
"2022-7-13","1.235","1.245","1.245","1.235","-0.80%"
"2022-7-12","1.245","1.245","1.245","1.245","0.00%"
"2022-7-11","1.245","1.245","1.245","1.245","5.06%"
"2022-7-8","1.185","1.195","1.195","1.185","-0.84%"
"2022-7-7","1.195","1.145","1.195","1.145","4.37%"
"2022-7-6","1.145","1.255","1.255","1.145","-8.76%"
"2022-7-5","1.255","1.255","1.255","1.255","0.00%"
"2022-7-4","1.255","1.245","1.255","1.245","0.80%"
"2022-7-1","1.245","1.205","1.245","1.205","3.32%"
"2022-6-30","1.205","1.205","1.205","1.205","0.00%"
"2022-6-29","1.205","1.205","1.205","1.205","2.55%"
"2022-6-28","1.175","1.232","1.232","1.175","-4.63%"
"2022-6-27","1.232","1.245","1.245","1.215","-1.04%"
"2022-6-24","1.245","1.215","1.245","1.215","2.47%"
"2022-6-23","1.215","1.205","1.215","1.205","0.83%"
"2022-6-22","1.205","1.235","1.235","1.205","-2.43%"
"2022-6-21","1.235","1.265","1.265","1.235","-2.37%"
"2022-6-20","1.265","1.185","1.265","1.185","6.75%"
"2022-6-17","1.185","1.355","1.355","1.185","-12.55%"
"2022-6-16","1.355","1.365","1.365","1.355","-0.73%"
"2022-6-15","1.365","1.345","1.365","1.345","1.49%"
"2022-6-14","1.345","1.335","1.345","1.335","0.75%"
"2022-6-13","1.335","1.265","1.335","1.265","5.53%"
"2022-6-10","1.265","1.265","1.265","1.265","0.00%"
"2022-6-9","1.265","1.265","1.265","1.265","0.00%"
"2022-6-8","1.265","1.265","1.265","1.265","0.00%"
"2022-6-7","1.265","1.225","1.265","1.225","3.27%"
"2022-6-6","1.225","1.225","1.225","1.225","0.00%"
"2022-6-3","1.225","1.225","1.225","1.225","0.00%"
"2022-6-2","1.225","1.225","1.225","1.225","2.51%"
"2022-6-1","1.195","1.165","1.195","1.165","2.58%"
"2022-5-31","1.165","1.135","1.165","1.135","2.64%"
"2022-5-30","1.135","1.105","1.135","1.105","2.71%"
"2022-5-27","1.105","1.105","1.105","1.105","0.00%"
"2022-5-26","1.105","1.105","1.105","1.105","0.00%"
"2022-5-25","1.105","1.185","1.185","1.105","-6.75%"
"2022-5-24","1.185","1.165","1.185","1.165","1.72%"
"2022-5-23","1.165","1.165","1.165","1.165","-7.17%"
"2022-5-20","1.255","1.255","1.255","1.255","-3.09%"
"2022-5-19","1.295","1.315","1.315","1.295","-1.52%"
"2022-5-18","1.315","1.365","1.365","1.315","-3.66%"
"2022-5-17","1.365","1.415","1.415","1.365","-3.53%"
"2022-5-16","1.415","1.440","1.440","1.415","-1.74%"
"2022-5-13","1.440","1.385","1.440","1.385","3.97%"
"2022-5-12","1.385","1.355","1.385","1.355","2.21%"
"2022-5-11","1.355","1.359","1.359","1.355","-0.26%"
"2022-5-10","1.359","1.365","1.365","1.359","-2.27%"
"2022-5-9","1.390","1.390","1.390","1.390","31.13%"
"2022-5-6","1.060","1.060","1.060","1.060","0.00%"
"2022-5-5","1.060","1.060","1.060","1.060","0.47%"
"2022-5-4","1.055","1.055","1.055","1.055","0.00%"
"2022-5-3","1.055","1.055","1.055","1.055","1.93%"
"2022-5-2","1.035","1.035","1.035","1.035","0.00%"
"2022-4-29","1.035","1.025","1.035","1.025","0.98%"
"2022-4-28","1.025","1.020","1.025","1.020","0.49%"
"2022-4-27","1.020","1.025","1.025","1.020","-2.86%"
"2022-4-26","1.050","1.050","1.050","1.050","0.48%"
"2022-4-25","1.045","1.045","1.045","1.045","0.48%"
"2022-4-22","1.040","1.040","1.040","1.040","0.48%"
"2022-4-21","1.035","1.035","1.035","1.035","-0.48%"
"2022-4-20","1.040","1.040","1.040","1.040","4.00%"
"2022-4-19","1.000","0.995","1.000","0.995","0.50%"
"2022-4-18","0.995","0.995","0.995","0.995","-0.50%"
"2022-4-15","1.000","1.005","1.005","1.000","-0.50%"
"2022-4-14","1.005","1.005","1.005","1.005","0.00%"
"2022-4-13","1.005","1.030","1.030","1.005","-2.43%"
"2022-4-12","1.030","1.035","1.035","1.030","-0.48%"
"2022-4-11","1.035","1.035","1.035","1.035","1.97%"
"2022-4-8","1.015","1.015","1.015","1.015","0.00%"
"2022-4-7","1.015","0.955","1.015","0.955","6.28%"
"2022-4-6","0.955","0.940","0.955","0.940","1.60%"
"2022-4-5","0.940","0.940","0.940","0.940","0.00%"
"2022-4-4","0.940","0.940","0.940","0.940","0.00%"
"2022-4-1","0.940","0.945","0.945","0.940","-1.57%"
"2022-3-31","0.955","0.945","0.955","0.945","0.00%"
"2022-3-30","0.955","0.970","0.970","0.955","-1.55%"
"2022-3-29","0.970","0.970","0.970","0.970","-0.51%"
"2022-3-28","0.975","0.945","0.975","0.945","3.17%"
"2022-3-25","0.945","0.930","0.945","0.930","1.61%"
"2022-3-24","0.930","0.930","0.930","0.930","2.76%"
"2022-3-23","0.905","0.865","0.905","0.865","4.62%"
"2022-3-22","0.865","0.865","0.865","0.865","2.98%"
"2022-3-21","0.840","0.835","0.840","0.835","0.60%"
"2022-3-18","0.835","0.760","0.835","0.760","9.87%"
"2022-3-17","0.760","0.760","0.760","0.760","0.00%"
"2022-3-16","0.760","0.750","0.760","0.750","1.33%"
"2022-3-15","0.750","0.730","0.750","0.730","2.74%"
"2022-3-14","0.730","0.730","0.730","0.730","0.00%"
"2022-3-11","0.730","0.730","0.730","0.730","0.00%"
"2022-3-10","0.730","0.715","0.730","0.715","2.10%"
"2022-3-9","0.715","0.700","0.715","0.700","2.14%"
"2022-3-8","0.700","0.695","0.700","0.695","0.72%"
"2022-3-7","0.695","0.695","0.695","0.695","-0.71%"
"2022-3-4","0.700","0.705","0.705","0.700","-0.71%"
"2022-3-3","0.705","0.690","0.705","0.690","2.17%"
"2022-3-2","0.690","0.710","0.710","0.690","-2.82%"
"2022-3-1","0.710","0.715","0.715","0.710","-0.70%"
"2022-2-28","0.715","0.715","0.715","0.715","0.00%"
"2022-2-25","0.715","0.700","0.715","0.700","2.14%"
"2022-2-24","0.700","0.720","0.720","0.700","-2.78%"
"2022-2-23","0.720","0.705","0.720","0.705","2.13%"
"2022-2-22","0.705","0.705","0.705","0.705","0.00%"
"2022-2-21","0.705","0.686","0.705","0.686","2.77%"
"2022-2-18","0.686","0.705","0.705","0.686","-2.70%"
"2022-2-17","0.705","0.694","0.705","0.694","1.59%"
"2022-2-16","0.694","0.687","0.694","0.687","-1.56%"
"2022-2-15","0.705","0.705","0.705","0.705","0.00%"
"2022-2-14","0.705","0.725","0.725","0.705","-2.76%"
"2022-2-11","0.725","0.710","0.725","0.710","2.11%"
"2022-2-10","0.710","0.715","0.715","0.710","-0.70%"
"2022-2-9","0.715","0.710","0.715","0.710","0.70%"
"2022-2-8","0.710","0.710","0.710","0.710","0.00%"
"2022-2-7","0.710","0.690","0.710","0.690","2.90%"
"2022-2-4","0.690","0.690","0.690","0.690","0.00%"
"2022-2-3","0.690","0.690","0.690","0.690","0.00%"
"2022-2-2","0.690","0.690","0.690","0.690","0.00%"
"2022-2-1","0.690","0.690","0.690","0.690","0.00%"
"2022-1-31","0.690","0.690","0.690","0.690","0.00%"
"2022-1-28","0.690","0.690","0.690","0.690","0.00%"
"2022-1-27","0.690","0.695","0.695","0.690","-0.72%"
"2022-1-26","0.695","0.695","0.695","0.695","0.00%"
"2022-1-25","0.695","0.685","0.695","0.685","1.46%"
"2022-1-24","0.685","0.700","0.700","0.685","-2.14%"
"2022-1-21","0.700","0.725","0.725","0.700","-3.45%"
"2022-1-20","0.725","0.740","0.740","0.725","-2.03%"
"2022-1-19","0.740","0.730","0.740","0.730","1.37%"
"2022-1-18","0.730","0.715","0.730","0.715","2.10%"
"2022-1-17","0.715","0.730","0.730","0.715","-2.05%"
"2022-1-14","0.730","0.757","0.757","0.730","-3.57%"
"2022-1-13","0.757","0.774","0.774","0.757","-2.20%"
"2022-1-12","0.774","0.774","0.774","0.774","0.00%"
"2022-1-11","0.774","0.841","0.841","0.774","-7.97%"
"2022-1-10","0.841","0.783","0.841","0.783","7.41%"
"2022-1-7","0.783","0.779","0.783","0.779","0.51%"
"2022-1-6","0.779","0.763","0.779","0.763","2.10%"
"2022-1-5","0.763","0.715","0.763","0.715","6.71%"
"2022-1-4","0.715","0.715","0.715","0.715","0.00%"
"2022-1-3","0.715","0.715","0.715","0.715","0.00%"
"2021-12-31","0.715","0.715","0.715","0.715","0.00%"
"2021-12-30","0.715","0.695","0.715","0.695","2.88%"
"2021-12-29","0.695","0.655","0.695","0.655","6.11%"
"2021-12-28","0.655","0.640","0.655","0.640","2.34%"
"2021-12-27","0.640","0.640","0.640","0.640","0.00%"
"2021-12-24","0.640","0.635","0.640","0.635","0.79%"
"2021-12-23","0.635","0.630","0.635","0.630","0.79%"
"2021-12-22","0.630","0.615","0.630","0.615","2.44%"
"2021-12-21","0.615","0.595","0.615","0.595","3.36%"
"2021-12-20","0.595","0.595","0.595","0.595","5.31%"
"2021-12-17","0.565","0.565","0.565","0.565","0.00%"
"2021-12-16","0.565","0.565","0.565","0.565","0.00%"
